ID,Actual Name,Tooltip,XX,VVVV,Base Attack Abilities - Motivity,Base Attack Abilities - Technique,Base Attack Abilities - Advance
Costume_Stalker_Monster_Hunter,Monster Sweeper’s Hunting Apparel,"The hunting apparel of the Stalker organization of Sweepers.\nThe brutality of the alleyways can be tamed by no one.,
The Sweepers come mostly from the alleyways, and their fighting style is rough and ruthless.\nThey can be hired with money, but buying their trust is difficult.,",1E,436F7374756D655F5374616C6B65725F4D6F6E737465725F48756E746572,,,
Costume_Stalker_Pilgrim,The Atoned's Hunting Apparel,"She was proud of protecting people as a Stalker.\nHowever, her dignity was crushed when she realized that she had become a guide to hell.,
The hunting apparel of The Atoned.\nThese clothes still bear the wounds of regret and despair.,",17,436F7374756D655F5374616C6B65725F50696C6772696D,,,
Costume_Stalker_Survivor,Survivor’s Hunting Apparel,"The hunting apparel of the Survivor.\nIt belonged to the one who forsook his oath.,
When the puppets toppled the tower, the youth fled in fear.\nHe lost his sworn brother and his name that day and became a survivor wandering in hell.,",18,436F7374756D655F5374616C6B65725F5375727669766F72,,,
Costume_Stalker_Weasel,Robber Weasel’s Hunting Apparel,"Countless aristocrats have died, and countless homes have lost their owners.\nWith its many empty houses, Krat became the perfect place for robbers and petty thieves to ply their trade.,
The hunting apparel worn by the Robber Weasel.\nIt may look shabby, but nothing is better for robbing.,",16,436F7374756D655F5374616C6B65725F57656173656C,,,
Costume_Stalker_WhiteLady,The White Lady’s Hunting Apparel,"The hunting apparel worn by the White Lady.\nThe woman who lost her song adorned her stage with the blood of puppets.,
The sisters dreamed of a great stage.\nTheir dreams now crushed, the younger one dedicated a stage in remembrance of her sister with the blood of puppets.,",19,436F7374756D655F5374616C6B65725F57686974654C616479,,,
Costume_Venigni_Coat,The Great Venigni’s Signature Coat,"“With this coat, even you can become the great Venigni. Though, of course, only I am truly great.”\n- Lorenzini Venigni, during the Venigni Fan Club anniversary,
A high-quality coat designed by Venigni himself.\nIt is exactly the same as the coat Venigni is always wearing.,",14,436F7374756D655F56656E69676E695F436F6174,,,
Drop_Ergo_Protector,Gemini's Emergency Protection,"Food for the cricket puppet that receives help from Gemini.\nWhen used when there is Death Ergo to reclaim, it reduces the Ergo loss from being hit.,
Temporarily protects Death Ergo when hit,
The Gemini model was designed so it could be fed Ergo to build affinity.\nHowever, no one could have imagined that this model had another ability that was even more special.\n“Don’t worry, I’ll make sure to protect you!”,",13,44726F705F4572676F5F50726F746563746F72,,,
Epic_ArmOfGod,Arm of God,"The Alchemists believed that there was once a god who was ripped to shreds trying to give immortal life to the humans he so loved, and they wanted to revive him.\nHowever, the god who was deep in sleep never answered their prayers.,
The Arm of God, obtained after defeating Simon Manus.\nIt is a mysterious relic that the Alchemists treated as a sacred object.,",0D,457069635F41726D4F66476F64,,,
Epic_babydoll,Broken Baby Puppet,"A broken puppet covered in wounds.\nIt was left in the city hall garden.,
A luxury item that the child of a rich family once played with.\nIt is unknown where the puppet’s owner is.,",0D,457069635F62616279646F6C6C,,,
Epic_blackrabbit,Smiling Bunny Mark,"A mark carved with a smiling bunny.\nIt was left in the graveyard of the Malum District Tomb Slums.,
The smiling bunny is the well-known sign of the Stalkers.\nIt is said to serve as a sort of pass in certain areas.,",10,457069635F626C61636B726162626974,,,
Epic_boy_paint,Portrait of a Boy,"A portrait of an aristocratic boy.\nIt pictures a beautiful boy with a peevish expression but delicate face.,
Extremely vivid paintings are said to possess souls sometimes.\nD. Gray, the genius painter, denied all such conjectures.\nHowever, his death and the rumors about his paintings are still shrouded in a thick fog.,",0E,457069635F626F795F7061696E74,,,
Epic_DiscoloredRemedy,A cure no more effective,"A cure from Gold Coin Fruit is still unstable, so it is easy to miss the moment of treatment.\nWhen the cure loses its effect, it produces a rotten and poisonous odor.,
A prototype of a cure made by Giangio using Gold Coin Fruit.\nHowever, it was made in a hurry and was unstable, so it lost its effect.,",15,457069635F446973636F6C6F72656452656D656479,,,
Epic_ErgoWave_Interpreter,Ergo Wavelength Decoder,"An Ergo Wavelength Decoder left by Venigni.\nThis device finds errors in the Grand Covenant imprinted on the puppets.,
Venigni decided to analyze the puppets’ Ergo wavelengths to determine the cause of the Puppet Frenzy.\nYou should be able to collect quite a number of records while getting rid of the puppets all over Krat.,",19,457069635F4572676F576176655F496E746572707265746572,,,
Epic_Glove,Four-fingered Glove,"A gift of gloves made by Eugénie for Alidoro.\nUniquely, it only has four fingers.,
Eugénie vividly remembered the Stalker who saved her from the Workshop Tower right before she starved to death.\nShe prepared a thoughtful gift to thank him for his heartbreaking sacrifice.,",0A,457069635F476C6F7665,,,
Epic_GoldenBattery,Golden lead-acid battery,"Lead-acid battery made of Golden Ergo by Venigni.\nThis is the material that Venigni said he needed to find a way to get to the Isle of Alchemists.,
Special Ergo power enabled Venigni to move the giant submarine.\nIt is manufactured to produce a higher power output through electric stimulation to Ergo.,",12,457069635F476F6C64656E42617474657279,,,
Epic_GoldenErgo,Golden Ergo,"The Golden Ergo is famous for its high value due to its high power.,
Unusual Ergo acquired after defeating the Green Monster of the Swamp.\nThis is the material that Venigni said he needed to find a way to get to the Isle of Alchemists.,",0F,457069635F476F6C64656E4572676F,,,
Epic_key_arcade_tunnel,Arcade Underground Passage Key,"Key obtained from the fountain inside the arcade.\nYou can open the arcade underground passage.,
The underground of the arcade is famous for the wine depot of the Bleiwies family.\nThe wine canisters are almost broken, but it is said that the scent of heaven still floats underground.,",16,457069635F6B65795F6172636164655F74756E6E656C,,,
Epic_key_arcadecross,Lorenzini Arcade 1st Floor Key,"A key obtained from a corpse in the Lorenzini arcade.\nIt opens the first floor passageway in the Lorenzini arcade.,
Lorenzini Arcade was once a flamboyant and lively place.\nNow, it spills over with the dead and the screams of the undying.,",14,457069635F6B65795F61726361646563726F7373,,,
Epic_key_cath_funicular,Cable Railway Key,"A key obtained from The Atoned.\nIt moves the cable railway that goes to St. Frangelico Cathedral.,
At one point, the cable railway was a sacred train that transported pilgrims to St. Frangelico Cathedral.\nNow, it is a train that takes one to the land of the dead.,",17,457069635F6B65795F636174685F66756E6963756C6172,,,
Epic_key_cityhall,Krat City Hall Key,"A key once held by the Mad Donkey.\nIt opens the entrance to the Alchemist Bridge on the way to Krat City Hall.,
The madman wanted the deaths of his colleagues paid for with blood.\nWhen he finally found the puppet’s father, the madman closed and locked the door and demanded answers.,",11,457069635F6B65795F6369747968616C6C,,,
Epic_key_dottedpaper_room_01,Letter with the Refuge’s Address,"Address: Elysion Boulevard 221b,",1C,457069635F6B65795F646F7474656470617065725F726F6F6D5F3031,,,
Epic_key_dottedpaper_room_03,Robbers’ Shack Key,"A key obtained from a resident of the Tomb Slums in Malum District.\nIt opens a shack in the Tomb Slums.,
The robbers, sick of the Barren Swamp, made a plan to go home.\nBetting on the slum’s loyalty, they hid their stolen goods in a shack.,",1C,457069635F6B65795F646F7474656470617065725F726F6F6D5F3033,,,
Epic_key_factory_to_cath,Venigni Works Back Door Key,"A key once held by Pulcinella, Venigni’s butler puppet.\nIt opens the back door of Venigni Works that leads to St. Frangelico Cathedral.,
The brave ones shine when they fulfill their responsibilities.\nVenigni and his butler puppet moved quickly to stop the puppets that were headed for St. Frangelico Cathedral.,",18,457069635F6B65795F666163746F72795F746F5F63617468,,,
Epic_key_ftr,Krat City Hall Courtyard Key,"A key obtained from Geppetto.\nIt opens the Krat City Hall courtyard door that leads to Venigni Works.,
Venigni, the factory owner, set out on his own to recover the factory that had been seized by the puppets.\nIt is still unknown whether he is dead or alive.,",0C,457069635F6B65795F667472,,,
Epic_key_hidden1,Elysion Boulevard Apartment Key,"A key that was hidden inside an Alchemist Bridge puppet.\nIt can open one apartment on Elysion Boulevard.,
The apartment on Elysion Boulevard was originally the home of the Red Actress and her lover.\nThe Krat Disaster shattered the lovers’ sweet dreams to pieces.,",10,457069635F6B65795F68696464656E31,,,
Epic_key_hotel_to_cult,Rosa Isabelle Street Entrance Key,"A key obtained from Antonia.\nIt opens the hotel door that leads to Rosa Isabelle Street.,
Rosa Isabelle Street had become a hell of fierce fire and blood as well as the puppets’ stronghold.\nHowever, some must escape this place for salvation.,",16,457069635F6B65795F686F74656C5F746F5F63756C74,,,
Epic_key_Monastery_entry,High-level Alchemist Badge,"An unlocking device obtained after defeating a high-level Alchemist.\nIt opens the mysterious door in the Arche Abbey.,
The Arche Abbey was built for a covert and lofty purpose.\nWake up, evolve, ascend. This was the Alchemists’ ardent wish.,",18,457069635F6B65795F4D6F6E6173746572795F656E747279,,,
Epic_key_MonasteryB_6F,Arche Abbey Passageway Key,"A key obtained from Geppetto.\nIt grants access to the Cradle of the Gods at the summit of the Arche Abbey.,
Simon Manus did not want any interruptions in completing his great enterprise.\nThis enterprise was a ridiculous plan to bring God back to life.,",16,457069635F6B65795F4D6F6E617374657279425F3646,,,
Epic_key_pieta,Saintess of Mercy Statue Gallery Key,"A key obtained from Simon Manus, leader of the Alchemists.\nIt opens the Grand Exhibition Gallery where the Saintess of Mercy Statue can be found.,
The genius engineer Camille received a request from the Alchemists and created a masterpiece.\nThis was the Saintess of Mercy statue that brought back to life the puppets under golden divine protection.,",0E,457069635F6B65795F7069657461,,,
Epic_key_riddle,Trinity Key,"A key obtained from the King of Riddles’ quiz.\nThis key probably unlocks something.,
The sacred triangle was some organization’s secret mark.\nRumor has it that this organization was Krat’s true master.,",0F,457069635F6B65795F726964646C65,,,
Epic_key_SlumHouse,Slum Shack Key,"A key obtained from the Tomb Slums in Malum District.\nIt opens the shack in the Tomb Slums.,
The Tomb Slum residents are infamous for being pickpockets and petty thieves.\nThis shack might hold the treasures they have hidden away.,",12,457069635F6B65795F536C756D486F757365,,,
Epic_OrphanageNecklace,Someone’s Necklace,"A necklace once worn by the King of Puppets.\nIt is engraved with a boy’s scribblings, “To Romeo, Your Friend C.”,
The boy resented his father for not showing any interest in him.\nPerhaps in protest, he gave his graduation necklace to Romeo, a friend he admired.,",16,457069635F4F727068616E6167654E65636B6C616365,,,
Epic_Poison_for_rest,Archbishop's Holy Mark,"A holy mark obtained from the archbishop’s room.\nIt is the archbishop’s item that Cecile wanted to see in her last moments.,
The archbishop was such a man of character that they called him the saint of Krat.\nThey say his moral influence even made murderers repent before God.,",14,457069635F506F69736F6E5F666F725F72657374,,,
Epic_PoliceDoll,Small Wooden Officer Puppet,"A shapeless toy carved from wood and painted over.\nIt has the strange appearance of a hunchback, but it was obviously made with care.,
Winter, abandoned by the adults, the children let go of their childhood to survive.\nSpring, the broken police puppet accompanied the children’s whistles and restored the children’s laughter.\nSummer, the children made “Murphy” by carving wood and painting him with stolen paint.\nFall, Murphy, who received “Murphy” as a gift, never let go of it.,",0F,457069635F506F6C696365446F6C6C,,,
Epic_PuppetKing_Message,King of Puppets’ Message,"Humans wished to talk to puppets, but they were limited without Ergo.\nGeppetto’s puppet may be able to read the veiled messages.,
The King of Puppets’ black box deciphered by Venigni.\nIt can be heard better by using the decoder at a Stargazer.,",17,457069635F5075707065744B696E675F4D657373616765,,,
Epic_RedApple,Bright Red Apple,"A fresh red apple.\nIt looks like it’s bursting with sweet, refreshing juice.,
A sweet apple.\nIt is particularly precious in Krat these days.,",0D,457069635F5265644170706C65,,,
Epic_RedLadyLocket,Red Actress’s Locket,"A small locket that was given as a commemorative token.\nIt holds a portrait of a pale girl stabbed repeatedly by a knife.,
The sisters exchanged lockets as a sign of their friendship. The elder sister was pleased.\n“To stand always on the ## of our dreams together. Your loving sister, #####.”,",12,457069635F5265644C6164794C6F636B6574,,,
Epic_Remedy,A cure for Antonia,"A prototype of a cure made by Giangio using Gold Coin Fruit.\nThey say it can be given to someone suffering from the Petrification Disease as cure.,
The Petrification Disease not only makes the body stiffen but also causes long-term organ failure.\nThere is no guarantee that someone who catches it will survive even after being cured.,",0B,457069635F52656D656479,,,
Epic_riddle_box_01,King of Riddles’ Surprise Box,"A box gifted by the King of Riddles.\nIts contents are unknown.,
The King of Riddles is generous even to those who give wrong answers.\nThere may be pain, but they won’t leave empty-handed.,",12,457069635F726964646C655F626F785F3031,,,
Epic_riddle_box_02,King of Riddles’ Surprise Box,"A box gifted by the King of Riddles.\nIts contents are unknown.,
The King of Riddles is generous even to those who give wrong answers.\nThere may be pain, but they won’t leave empty-handed.,",12,457069635F726964646C655F626F785F3032,,,
Epic_Riddleking_Evidence,Moon World Warrior Toy,"A souvenir from the family murders, obtained from the King of Riddles, Arlecchino.\nIt is someone’s handiwork left unfinished.,
The boy’s thoughtful parents wanted to make a toy inspired by the warrior in the fantastic movie for their beloved son.\nHowever, the toy was never finished.,",18,457069635F526964646C656B696E675F45766964656E6365,,,
Epic_ring,Wedding Ring,"A ring delicately crafted with precious metals.\nIt looks like the token of a blessed marriage.,
The ring should have been put on the bride’s finger along with blessings.\nUnfortunately, the bride’s body went cold before she could ever receive the ring.,",09,457069635F72696E67,,,
Epic_ring_blood,Bloody Wedding Ring,"A ring delicately crafted with precious metals.\nIt is covered in someone’s blood.,
The gentleman was unable to accept that his love had been a dream.\nThe lovers, who never managed to gain anyone’s blessing, became one only after the heat had left their bodies.,",0F,457069635F72696E675F626C6F6F64,,,
Epic_Second_Life,Completed Ergo Wavelength Decoder,"A device completed by improving Venigni’s first Ergo Wavelength Decoder.\nIt can clearly decode puppet messages by removing the noise created from the error with the Grand Covenant.,
A device that decodes puppet noise by analyzing Ergo wavelengths.\nCan be used to understand puppet messages.,",10,457069635F5365636F6E645F4C696665,,,
Epic_Venigni_Coin,Venigni Commemorative Coin,"A commemorative coin obtained as a thank-you gift from the Old Lady at the Window.\nIt is engraved with Venigni’s face.,
The Venigni commemorative coins were minted for limited edition sale for the Venigni Fan Club’s anniversary.\nIt was a magnificent event attended by Krat socialites and celebrities.,",11,457069635F56656E69676E695F436F696E,,,
Epic_WhiteLadyLocket,The White Lady’s Locket,"A small locket that was given as a commemorative token.\nIt holds a portrait of a beautiful woman in red.,
The sisters exchanged lockets as a sign of their friendship. The younger sister was pleased.\n“To stand always on the stage of our dreams together.\nYour loving sister, Adelina.”,",14,457069635F57686974654C6164794C6F636B6574,,,
Epic_WineCollection,La Bleiwies,"La Bleiwies is a time-honored wine that some even call the ruby of the heavens.\nIt was a luxury item that the legendary Stalker is said to have enjoyed drinking as well.,
Wine of the highest quality obtained from the wine cellar in Lorenzini Arcade.\nSomeone on Rosa Isabelle Street might recognize the true value of this wine.,",13,457069635F57696E65436F6C6C656374696F6E,,,
Exchange_GoldenFruit,Gold Coin Fruit,"A rare fruit produced by the Gold Coin Tree.\nIf you take it to Giangio, he will recognize its value.,
This fruit that resembles gold holds miracles and is thus a precious wonder drug.\nHowever, no matter how bewitching a miracle may be, it always comes with a price.,",14,45786368616E67655F476F6C64656E4672756974,,,
Exchange_SlaveArm_Parts_4,Legion Plug,"“Try your hand at making a Legion Arm that matches your taste perfectly. Of course, you will have to receive Stalker training to withstand the recoil!”\n- Part of Venigni Company’s marketing messaging for Legion Arm,
A basic Legion Arm material that can be used to craft any kind of Legion Arm.\nThe desired Legion Arm can be crafted with the Venigni Craft Machine.,
Legion Arm core part,",19,45786368616E67655F536C61766541726D5F50617274735F34,,,
goldTree_Booster1,Alchemical Booster,"Alchemical Booster,
Speeds up Gold Coin Fruit growth,
The Alchemists’ knowledge, with its many different facets, gave birth to abundance.\nOne Alchemist’s botanical booster even produced a miraculous tree.,",11,676F6C64547265655F426F6F7374657231,,,
goldTree_Booster2,Stabilized Alchemical Booster,"A botanical growth booster made by a legendary Alchemist using mysterious knowledge.\nIt accelerates the time it takes for the Gold Coin Tree to bear fruit.,
Speeds up Gold Coin Fruit growth,
The Alchemists’ knowledge, with its many different facets, gave birth to abundance.\nOne Alchemist’s botanical booster even produced a miraculous tree.,",11,676F6C64547265655F426F6F7374657232,,,
goldTree_Booster3,Enhanced Alchemical Booster,"A botanical growth booster made by a legendary Alchemist using mysterious knowledge.\nIt accelerates the time it takes for the Gold Coin Tree to bear fruit.,
Speeds up Gold Coin Fruit growth,
The Alchemists’ knowledge, with its many different facets, gave birth to abundance.\nOne Alchemist’s botanical booster even produced a miraculous tree.,",11,676F6C64547265655F426F6F7374657233,,,
Grinder_Unit_01,Flame Grindstone,"A Special Grindstone that can be equipped to a Grinder.\nIt can be triggered by using the Grinder when guarding.\nBecause it is fragile, it cannot be used often.,
Special Grindstones were made to respond quickly in battle.\nThese grindstones made from artificial gems sharpen weapons and temporarily imbue them with special abilities.,
Temporarily imbues weapon with Fire,",0F,4772696E6465725F556E69745F3031,,,
Grinder_Unit_02,Electric Blitz Grindstone,"A Special Grindstone that can be equipped to a Grinder.\nIt can be triggered by using the Grinder when guarding.\nBecause it is fragile, it cannot be used often.,
Special Grindstones were made to respond quickly in battle.\nThese grindstones made from artificial gems sharpen weapons and temporarily imbue them with special abilities.,
Temporarily imbues weapon with Electric Blitz,",0F,4772696E6465725F556E69745F3032,,,
Grinder_Unit_03,Acid Grindstone,"A Special Grindstone that can be equipped to a Grinder.\nIt can be triggered by using the Grinder when guarding.\nBecause it is fragile, it cannot be used often.,
Special Grindstones were made to respond quickly in battle.\nThese grindstones made from artificial gems sharpen weapons and temporarily imbue them with special abilities.,
Temporarily imbues weapon with Acid,",0F,4772696E6465725F556E69745F3033,,,
Grinder_Unit_04,Indomitable Grindstone,"A Special Grindstone that can be equipped to a Grinder.\nIt can be triggered by using the Grinder when guarding.\nBecause it is fragile, it cannot be used often.,
Special Grindstones were made to respond quickly in battle.\nThese grindstones made from artificial gems sharpen weapons and temporarily imbue them with special abilities.,
Temporarily enhances Guard performance,",0F,4772696E6465725F556E69745F3034,,,
Grinder_Unit_05,Destruction Grindstone,"A Special Grindstone that can be equipped to a Grinder.\nIt can be triggered by using the Grinder when guarding.\nBecause it is fragile, it cannot be used often.,
Special Grindstones were made to respond quickly in battle.\nThese grindstones made from artificial gems sharpen weapons and temporarily imbue them with special abilities.,
Temporarily increases weapon Stagger ATK,",0F,4772696E6465725F556E69745F3035,,,
Grinder_Unit_06,Satisfaction Grindstone,"A Special Grindstone that can be equipped to a Grinder.\nIt can be triggered by using the Grinder when guarding.\nBecause it is fragile, it cannot be used often.,
Special Grindstones were made to respond quickly in battle.\nThese grindstones made from artificial gems sharpen weapons and temporarily imbue them with special abilities.,
Temporarily increases weapon Critical rate,",0F,4772696E6465725F556E69745F3036,,,
Grinder_Unit_07,Durability Grindstone,"A Special Grindstone that can be equipped to a Grinder.\nIt can be triggered by using the Grinder when guarding.\nBecause it is fragile, it cannot be used often.,
Special Grindstones were made to respond quickly in battle.\nThese grindstones made from artificial gems sharpen weapons and temporarily imbue them with special abilities.,
Temporarily avoids Durability consumption,",0F,4772696E6465725F556E69745F3037,,,
Grinder_Unit_08,Perfection Grindstone,"A Special Grindstone that can be equipped to a Grinder.\nIt can be triggered by using the Grinder when guarding.\nBecause it is fragile, it cannot be used often.,
Special Grindstones were made to respond quickly in battle.\nThese grindstones made from artificial gems sharpen weapons and temporarily imbue them with special abilities.,
Temporarily activates Perfect Guard when guarding,",0F,4772696E6465725F556E69745F3038,,,
Grinder_Unit_Unlock,Grinder Modification Tool,"A modification tool that allows Special Grindstones to be equipped to a Grinder.\nSpecial Grindstones can be switched out at a Stargazer.,
Stalkers wanted to be able to respond dynamically to the constantly changing battlefield.\nSpecial Grindstones were made for this.,",13,4772696E6465725F556E69745F556E6C6F636B,,,
Handle_InfusionStone_Type1,Motivity Crank,"A Crank invented at the Workshop to allow fine adjustments to weapon handles.\nIf one ability is strengthened, the opposite ability is weakened.,
A Crank that changes a weapon’s properties.\nIt alters a handle’s abilities.,
Motivity Crank,",1A,48616E646C655F496E667573696F6E53746F6E655F5479706531,,,
Handle_InfusionStone_Type2,Technique Crank,"A Crank invented at the Workshop to allow fine adjustments to weapon handles.\nIf one ability is strengthened, the opposite ability is weakened.,
A Crank that changes a weapon’s properties.\nIt alters a handle’s abilities.,
Increases Handle’s Technique,",1A,48616E646C655F496E667573696F6E53746F6E655F5479706532,,,
Handle_InfusionStone_Type3,Advance Crank,"A Crank invented at the Workshop to allow fine adjustments to weapon handles.\nIf one ability is strengthened, the opposite ability is weakened.,
A Crank that changes a weapon’s properties.\nIt alters a handle’s abilities.,
Increases Handle’s Advance,",1A,48616E646C655F496E667573696F6E53746F6E655F5479706533,,,
Handle_InfusionStone_Type4,Balance Crank,"A Crank invented at the Workshop to allow fine adjustments to weapon handles.\nIt restores a weapon handle’s previous properties.,
A Crank that changes a weapon’s properties.\nIt alters a handle’s abilities.,
Restores weapon handle adjustment,",1A,48616E646C655F496E667573696F6E53746F6E655F5479706534,,,
Head_Glassess_Venigni,The Great Venigni’s Glasses,"“To succeed, you must first change your outlook of the world. You too can pursue the world that the eyes of Krat’s richest man sees!”\n- A marketing line for The Great Venigni’s Glasses,
Head_Glassess_Venigni:",15,486561645F476C6173736573735F56656E69676E69,,,
Head_Naughty_Boy,Mischievous Puppet’s Parade Hat,"“This piece understands the aesthetics of naughty children. Wear this peaked hat and think of someone who would pull a prank on you!”\n- Lorenzini Venigni, while judging the prize winner of the Krat’s Naughty Child Contest.,
The hat of the mischievous wooden puppet that Venigni made for the parade.\nThis hat is worn by those who truly know how to enjoy a parade.,",10,486561645F4E6175676874795F426F79,,,
Helpmate_Material,Star Fragment,"A meteor fragment that can be found in different parts of Krat.\nIt can be used at the Crack’s Calling in front of a boss area to summon a Specter.,
Star Fragments cross dimensions to grant human wishes.\nIf you wish for it desperately enough, they may be able to summon someone who wants to help save this world.,",11,48656C706D6174655F4D6174657269616C,,,
Key_1,Krat Central Station Main Entrance Key,"Key_1:
The station puppet fulfilled the duty imprinted on it.\nIts last duty ended with bloody violence.,",05,4B65795F31,,,
Krat_BlackBox_2,Krat Supply Box,"A supply box made by Krat City Hall for relief purposes.\nThe herring, the symbol of the city, is engraved on the box’s seal.,
Krat_BlackBox_2:
Polendina stocks new product,",0F,4B7261745F426C61636B426F785F32,,,
Krat_BlackBox_3,Sturdy Krat Supply Box,"A supply box filled with all sorts of goods.\nPolendina at the hotel is sure to know their value.,
A supply box made by Krat City Hall for relief purposes.\nThe herring, the symbol of the city, is engraved on the box’s seal.,
Polendina stocks more new product,",0F,4B7261745F426C61636B426F785F33,,,
Krat_BlackBox_4,Special Krat Supply Box,"A supply box filled with all sorts of goods.\nPolendina at the hotel is sure to know their value.,
A supply box made by Krat City Hall for relief purposes.\nThe herring, the symbol of the city, is engraved on the box’s seal.,
Polendina stocks limited sale product,",0F,4B7261745F426C61636B426F785F34,,,
Mask_Festival_Eve,Festival Eve Mask,"Mask worn by those preparing for the festival,
The workshop also distributed special commemorative masks when it introduced the Parade Master in anticipation of the approaching Grand Exhibition Parade. The following is a quote from an unnamed masked person.\n“To all those who have come to Krat, I bid thee a chilly and captivating parade.”,",11,4D61736B5F466573746976616C5F457665,,,
Mask_Stalker_ArmySurgeon,Mask Stalker ArmySurgeon:,"The Alchemists’ merciless experiments pushed him to his limit.\nIn his pain, he denied reality and escaped into delusion.,
The mask worn by the Owl Doctor.\nIt is the mask of one who had a name up until his final moments, but was forgotten in the end.,",18,4D61736B5F5374616C6B65725F41726D7953757267656F6E,,,
Mask_Stalker_Cat,Black Cat’s Mask,"Before the boy who had lost his sight closed his eyes for the last time,\nhe thought of how he had lied that he was her lost younger brother, and how much he wished that it had been the truth.,
The mask worn by the Black Cat.\nIt has an internal device that supports fading eyesight.,",10,4D61736B5F5374616C6B65725F436174,,,
Mask_Stalker_Fox,Red Fox’s Mask,"After turning her back on her house, her sole interest was her younger brother she had found on the streets.\nShe had sensed the boy’s guilt long before, but she accepted him as her sole family.,
The mask worn by the Red Fox.\nIt is a mask of the aristocrats, crafted with sophistication and refinement.,",10,4D61736B5F5374616C6B65725F466F78,,,
Mask_Stalker_Madman,Mad Donkey’s Mask,"The madman wanted to find the real truth.\nBlinded by his stubbornness, he failed to see the approach of death.,
The mask worn by the Mad Donkey.\nIt is the mask of one blindly seeking the truth.,",13,4D61736B5F5374616C6B65725F4D61646D616E,,,
Mask_Stalker_Pilgrim,The Atoned's Mask,"Instead of guiding people to refuge, she took them to the land of the dead.\nHaving fled from incomprehensible death, the Stalker vowed to live the rest of her life in repentance.,
The old dog mask worn by The Atoned.\nIt reeks of regret from failing to save people.,",14,4D61736B5F5374616C6B65725F50696C6772696D,,,
Mask_Stalker_Survivor,Survivor’s Mask,"Rookie Stalkers usually wear the animal masks decided by superiors.\nPerhaps this was even what had blessed the youth’s fate.,
The mouse mask worn by the Survivor.\nIt reeks of sewage and fear.,",15,4D61736B5F5374616C6B65725F5375727669766F72,,,
Mask_Stalker_Weasel,Robber Weasel’s Mask,"The robber believed she could escape the city once the next empty house was ransacked.\nShe never imagined that this would be her last excursion.,
The Robber Weasel’s mask.\nIt may look ridiculous and unimpressive, but its ability to instill fear in the dark is unmatched.,",13,4D61736B5F5374616C6B65725F57656173656C,,,
Mask_Stalker_WhiteLady,The White Lady’s Mask,"That day was a tragic accident for all sisters.\nThe girl who lost her golden voice became a Stalker instead of an opera singer.,
The pigeon mask worn by the White Lady.\nThe bird lost her voice, but dreamed of the blue skies instead.,",16,4D61736B5F5374616C6B65725F57686974654C616479,,,
Monad_Unit_01,Recovery Wishstone,"A mystical crystal that can be equipped to a Cube.\nIt imbues the Cube with a special effect.,
Monad_Unit_01:
Temporarily restores HP,",0D,4D6F6E61645F556E69745F3031,,,
Monad_Unit_02,Patience Wishstone,"A mystical crystal embedded with the wish of a star.\nWhen used, it can display a special effect.,
A mystical crystal that can be equipped to a Cube.\nIt imbues the Cube with a special effect.,
Increases max Stamina over a set period of time,",0D,4D6F6E61645F556E69745F3032,,,
Monad_Unit_03,Advance Wishstone,"A mystical crystal embedded with the wish of a star.\nWhen used, it can display a special effect.,
A mystical crystal that can be equipped to a Cube.\nIt imbues the Cube with a special effect.,
Temporarily restores Legion,",0D,4D6F6E61645F556E69745F3033,,,
Monad_Unit_04,Friendship Wishstone,"A mystical crystal embedded with the wish of a star.\nWhen used, it can display a special effect.,
A mystical crystal that can be equipped to a Cube.\nIt imbues the Cube with a special effect.,
Temporarily restores Specter HP,",0D,4D6F6E61645F556E69745F3034,,,
Monad_Unit_05,Explosive Wishstone,"A mystical crystal embedded with the wish of a star.\nWhen used, it can display a special effect.,
A mystical crystal that can be equipped to a Cube.\nIt imbues the Cube with a special effect.,
Explodes when Specter is hit,",0D,4D6F6E61645F556E69745F3035,,,
Monad_Unit_06,Protection Wishstone,"A mystical crystal embedded with the wish of a star.\nWhen used, it can display a special effect.,
A mystical crystal that can be equipped to a Cube.\nIt imbues the Cube with a special effect.,
Reduces Specter's received damage for a set period of time\nIncreases resistance to all status ailments,",0D,4D6F6E61645F556E69745F3036,,,
Monad_Unit_07,Frenzy Wishstone,"A mystical crystal embedded with the wish of a star.\nWhen used, it can display a special effect.,
A mystical crystal that can be equipped to a Cube.\nIt imbues the Cube with a special effect.,
Increases Specter’s destructive power for a set period of time,",0D,4D6F6E61645F556E69745F3037,,,
Monad_Unit_08,Indomitable Wishstone,"A mystical crystal embedded with the wish of a star.\nWhen used, it can display a special effect.,
A mystical crystal that can be equipped to a Cube.\nIt imbues the Cube with a special effect.,
For a set period of time, Specter avoids death once and HP is restored,",0D,4D6F6E61645F556E69745F3038,,,
Monad_Unit_09,Flame Wishstone,"A mystical crystal embedded with the wish of a star.\nWhen used, it can display a special effect.,
A mystical crystal that can be equipped to a Cube.\nIt imbues the Cube with a special effect.,
Generates Specter’s Fire ATK for a set period of time\nReduces damage received,",0D,4D6F6E61645F556E69745F3039,,,
Monad_Unit_10,Lightning Wishstone,"A mystical crystal embedded with the wish of a star.\nWhen used, it can display a special effect.,
A mystical crystal that can be equipped to a Cube.\nIt imbues the Cube with a special effect.,
Generates Specter’s Electric Blitz ATK for a set period of time\nReduces damage received,",0D,4D6F6E61645F556E69745F3130,,,
